ward,walk,age,floor,rent,type,area,,,,,,,,,,,,,,,,,,,,,,
Meguro,9,0,-1,260000,2DK,47.18,,,,,,,,,,,,,,,,,,,,,,
Meguro,11,6,3,233000,1LDK,46.56,,,,,,,,,,,,,,,,,,,,,,
Meguro,7,17,3,210000,2DK,38.48,,,,,,,,,,,,,,,,,,,,,,
Meguro,7,17,3,215000,2DK,38.48,,,,,,,,,,,,,,,,,,,,,,
Meguro,5,7,2,220000,1LDK,33.82,,,,,,,,,,,,,,,,,,,,,,
Meguro,5,7,5,300000,1LDK,42.05,,,,,,,,,,,,,,,,,,,,,,
Meguro,3,20,3,173000,1K,33.58,,,,,,,,,,,,,,,,,,,,,,
Meguro,3,20,5,176000,1LDK,33.59,,,,,,,,,,,,,,,,,,,,,,
Meguro,7,43,12,135000,2K,36.4,,,,,,,,,,,,,,,,,,,,,,
Meguro,7,43,11,175000,2LDK,48.51,,,,,,,,,,,,,,,,,,,,,,
Meguro,15,29,3,169000,2LDK,50.07,,,,,,,,,,,,,,,,,,,,,,
Meguro,15,29,2,171000,2LDK,50.07,,,,,,,,,,,,,,,,,,,,,,
Meguro,9,2,2,185000,1DK,27.31,,,,,,,,,,,,,,,,,,,,,,
Meguro,9,2,3,254000,1LDK,39.89,,,,,,,,,,,,,,,,,,,,,,
Meguro,5,24,5,209000,1K,32.92,,,,,,,,,,,,,,,,,,,,,,
Meguro,5,24,1,247000,1LDK,47.33,,,,,,,,,,,,,,,,,,,,,,
Meguro,13,22,1,138000,1K,39.87,,,,,,,,,,,,,,,,,,,,,,
Meguro,13,22,1,168000,1LDK,47.6,,,,,,,,,,,,,,,,,,,,,,
Meguro,6,31,2,170000,1LDK,41.88,,,,,,,,,,,,,,,,,,,,,,
Meguro,8,3,3,145000,1K,28.53,,,,,,,,,,,,,,,,,,,,,,
Meguro,8,6,3,142000,1K,25.2,,,,,,,,,,,,,,,,,,,,,,
Meguro,8,6,5,144000,1K,25.28,,,,,,,,,,,,,,,,,,,,,,
Meguro,9,4,4,118000,1K,27.05,,,,,,,,,,,,,,,,,,,,,,
Meguro,4,10,3,145000,1DK,37.26,,,,,,,,,,,,,,,,,,,,,,
Meguro,4,10,4,173000,1LDK,42.9,,,,,,,,,,,,,,,,,,,,,,
Meguro,10,47,2,210000,2LDK,61.9,,,,,,,,,,,,,,,,,,,,,,
Meguro,12,43,3,190000,2LDK,62.72,,,,,,,,,,,,,,,,,,,,,,
Meguro,7,19,2,103000,1K,24,,,,,,,,,,,,,,,,,,,,,,
Meguro,6,20,1,124000,1R,30.3,,,,,,,,,,,,,,,,,,,,,,
Meguro,6,20,2,168000,1DK,40.35,,,,,,,,,,,,,,,,,,,,,,
Meguro,10,7,1,100000,1K,25.31,,,,,,,,,,,,,,,,,,,,,,
Meguro,8,11,3,108000,1K,28.22,,,,,,,,,,,,,,,,,,,,,,
Meguro,13,11,1,99000,1K,21.4,,,,,,,,,,,,,,,,,,,,,,
Meguro,13,11,2,109000,1K,21.18,,,,,,,,,,,,,,,,,,,,,,
Meguro,9,12,-1,192000,1SDK,59.32,,,,,,,,,,,,,,,,,,,,,,
Meguro,4,4,1,102000,1K,25,,,,,,,,,,,,,,,,,,,,,,
Meguro,10,1,4,158000,1K,25.44,,,,,,,,,,,,,,,,,,,,,,
Meguro,10,1,5,160000,1K,26.27,,,,,,,,,,,,,,,,,,,,,,
Meguro,4,7,1,102000,1K,23.67,,,,,,,,,,,,,,,,,,,,,,
Meguro,7,21,2,96000,1K,20.91,,,,,,,,,,,,,,,,,,,,,,
Meguro,7,22,4,109000,1K,21.17,,,,,,,,,,,,,,,,,,,,,,
Meguro,7,22,2,127000,1K,21.17,,,,,,,,,,,,,,,,,,,,,,
Meguro,5,9,3,147000,1K,29.87,,,,,,,,,,,,,,,,,,,,,,
Meguro,7,5,4,112000,1R,25.03,,,,,,,,,,,,,,,,,,,,,,
Meguro,7,5,2,128000,1DK,27.58,,,,,,,,,,,,,,,,,,,,,,
Meguro,11,8,1,122000,1K,29,,,,,,,,,,,,,,,,,,,,,,
Meguro,5,6,7,163000,1K,25.27,,,,,,,,,,,,,,,,,,,,,,
Meguro,10,9,2,145000,1K,25.05,,,,,,,,,,,,,,,,,,,,,,
Meguro,10,9,6,147000,1R,25.05,,,,,,,,,,,,,,,,,,,,,,
Meguro,4,12,4,146000,1K,25.2,,,,,,,,,,,,,,,,,,,,,,
Meguro,9,7,-1,71000,1R,14.06,,,,,,,,,,,,,,,,,,,,,,
Meguro,9,5,1,113000,1R,24.75,,,,,,,,,,,,,,,,,,,,,,
Meguro,9,5,3,179000,1LDK,44.5,,,,,,,,,,,,,,,,,,,,,,
Meguro,9,9,2,70000,1R,9.03,,,,,,,,,,,,,,,,,,,,,,
Meguro,10,28,8,135000,1DK,36.3,,,,,,,,,,,,,,,,,,,,,,
Meguro,6,24,6,100000,1K,22.51,,,,,,,,,,,,,,,,,,,,,,
Meguro,2,4,5,134000,1K,25.44,,,,,,,,,,,,,,,,,,,,,,
Meguro,2,14,3,120000,1K,26.8,,,,,,,,,,,,,,,,,,,,,,
Meguro,6,9,1,65000,1R,10.83,,,,,,,,,,,,,,,,,,,,,,
Meguro,18,30,2,133000,2DK,41.82,,,,,,,,,,,,,,,,,,,,,,
Meguro,14,8,3,125000,1K,21.11,,,,,,,,,,,,,,,,,,,,,,
Meguro,5,22,2,146000,1K,26.58,,,,,,,,,,,,,,,,,,,,,,
Meguro,12,25,2,84000,1K,20.97,,,,,,,,,,,,,,,,,,,,,,
Meguro,12,20,1,106000,1K,20.25,,,,,,,,,,,,,,,,,,,,,,
Ota,10,9,2,132000,1LDK,43.88,,,,,,,,,,,,,,,,,,,,,,
Ota,6,5,3,130000,2K,25.83,,,,,,,,,,,,,,,,,,,,,,
Ota,8,16,3,145000,1LDK,41.63,,,,,,,,,,,,,,,,,,,,,,
Ota,6,6,-1,109500,1DK,25.43,,,,,,,,,,,,,,,,,,,,,,
Ota,6,6,-1,114500,1DK,25.65,,,,,,,,,,,,,,,,,,,,,,
Ota,5,0,1,147000,1LDK,34.06,,,,,,,,,,,,,,,,,,,,,,
Ota,5,0,4,152000,1LDK,34.06,,,,,,,,,,,,,,,,,,,,,,
Ota,7,19,2,98000,1K,26.7,,,,,,,,,,,,,,,,,,,,,,
Ota,7,19,7,148000,1LDK,37.5,,,,,,,,,,,,,,,,,,,,,,
Ota,5,12,1,154000,1LDK,44.57,,,,,,,,,,,,,,,,,,,,,,
Ota,5,3,10,135000,1K,30.34,,,,,,,,,,,,,,,,,,,,,,
Ota,5,3,4,142000,1LDK,35.1,,,,,,,,,,,,,,,,,,,,,,
Ota,8,5,2,105000,1DK,25.24,,,,,,,,,,,,,,,,,,,,,,
Ota,8,5,3,105000,1DK,25.24,,,,,,,,,,,,,,,,,,,,,,
Ota,6,6,1,80000,1K,20.75,,,,,,,,,,,,,,,,,,,,,,
Ota,9,9,5,245000,3LDK,57.3,,,,,,,,,,,,,,,,,,,,,,
Ota,5,15,3,177000,1LDK,48.02,,,,,,,,,,,,,,,,,,,,,,
Ota,5,15,2,194000,2LDK,55.14,,,,,,,,,,,,,,,,,,,,,,
Ota,5,14,4,76000,1K,21,,,,,,,,,,,,,,,,,,,,,,
Ota,5,14,3,148000,2DK,39.98,,,,,,,,,,,,,,,,,,,,,,
Ota,10,3,1,182000,2LDK,49.7,,,,,,,,,,,,,,,,,,,,,,
Ota,8,5,1,162000,1LDK,55.11,,,,,,,,,,,,,,,,,,,,,,
Ota,8,5,1,168000,1LDK,56.9,,,,,,,,,,,,,,,,,,,,,,
Ota,7,15,2,92000,1K,20.58,,,,,,,,,,,,,,,,,,,,,,
Ota,7,15,5,170000,2DK,41.16,,,,,,,,,,,,,,,,,,,,,,
Ota,7,17,1,69000,1K,21.28,,,,,,,,,,,,,,,,,,,,,,
Ota,7,17,2,85000,1K,21.28,,,,,,,,,,,,,,,,,,,,,,
Ota,8,11,2,90000,1K,24.8,,,,,,,,,,,,,,,,,,,,,,
Ota,7,23,3,66000,1K,20.16,,,,,,,,,,,,,,,,,,,,,,
Ota,7,23,2,78000,1DK,29.88,,,,,,,,,,,,,,,,,,,,,,
Ota,8,13,5,86000,1K,23.52,,,,,,,,,,,,,,,,,,,,,,
Ota,8,13,4,87000,1K,23.52,,,,,,,,,,,,,,,,,,,,,,
Ota,3,4,4,105000,2K,25.5,,,,,,,,,,,,,,,,,,,,,,
Ota,3,4,3,107000,2K,25.64,,,,,,,,,,,,,,,,,,,,,,
Ota,8,10,4,90600,1K,25.81,,,,,,,,,,,,,,,,,,,,,,
Ota,8,10,2,103600,1K,25.81,,,,,,,,,,,,,,,,,,,,,,
Ota,5,10,2,96000,1K,25.51,,,,,,,,,,,,,,,,,,,,,,
Ota,5,10,6,108000,1K,25.5,,,,,,,,,,,,,,,,,,,,,,
Ota,8,11,1,92000,1K,25.41,,,,,,,,,,,,,,,,,,,,,,
Ota,8,11,2,93000,1K,26.09,,,,,,,,,,,,,,,,,,,,,,
Ota,6,6,2,93000,1K,25.86,,,,,,,,,,,,,,,,,,,,,,
Ota,8,2,3,164000,1LDK,41.56,,,,,,,,,,,,,,,,,,,,,,
Ota,8,2,2,174000,1LDK,41.56,,,,,,,,,,,,,,,,,,,,,,
Ota,3,12,1,142000,1LDK,49.84,,,,,,,,,,,,,,,,,,,,,,
Ota,4,0,2,126000,1K,27.42,,,,,,,,,,,,,,,,,,,,,,
Ota,4,0,2,126000,1R,27.24,,,,,,,,,,,,,,,,,,,,,,
Ota,8,11,4,86000,1K,25.62,,,,,,,,,,,,,,,,,,,,,,
Ota,8,11,2,102000,1K,25.62,,,,,,,,,,,,,,,,,,,,,,
Ota,7,12,4,116000,1LDK,30.06,,,,,,,,,,,,,,,,,,,,,,
Ota,8,3,3,200000,3LDK,61.27,,,,,,,,,,,,,,,,,,,,,,
Ota,8,5,1,113000,1LDK,29.91,,,,,,,,,,,,,,,,,,,,,,
Ota,6,0,2,141000,1DK,32.33,,,,,,,,,,,,,,,,,,,,,,
Ota,6,0,3,141000,1DK,31.51,,,,,,,,,,,,,,,,,,,,,,
Ota,7,6,7,180000,2LDK,41.52,,,,,,,,,,,,,,,,,,,,,,
Ota,6,3,3,127000,1LDK,31.28,,,,,,,,,,,,,,,,,,,,,,
Ota,6,0,2,141000,1DK,32.33,,,,,,,,,,,,,,,,,,,,,,
Ota,6,0,4,146000,1DK,31.51,,,,,,,,,,,,,,,,,,,,,,
Ota,7,7,8,110000,2K,25.35,,,,,,,,,,,,,,,,,,,,,,
Ota,7,7,7,110000,2K,25.35,,,,,,,,,,,,,,,,,,,,,,
Ota,5,7,4,127000,1LDK,32.8,,,,,,,,,,,,,,,,,,,,,,
Ota,8,28,1,175000,3LDK,65.17,,,,,,,,,,,,,,,,,,,,,,
Ota,9,6,2,125000,1LDK,38.68,,,,,,,,,,,,,,,,,,,,,,
Ota,5,4,3,129000,1LDK,29.65,,,,,,,,,,,,,,,,,,,,,,
Ota,5,4,2,135000,1LDK,30.64,,,,,,,,,,,,,,,,,,,,,,
Ota,10,7,2,114000,1LDK,30.84,,,,,,,,,,,,,,,,,,,,,,
Ota,9,7,3,89000,1K,26.69,,,,,,,,,,,,,,,,,,,,,,
Ota,9,7,1,128000,1LDK,40.63,,,,,,,,,,,,,,,,,,,,,,
Ota,8,3,2,140000,1LDK,44.02,,,,,,,,,,,,,,,,,,,,,,
Ota,7,11,5,159000,1LDK,44.53,,,,,,,,,,,,,,,,,,,,,,
Ota,7,11,2,175000,1LDK,44.53,,,,,,,,,,,,,,,,,,,,,,
Ota,7,4,2,157000,1LDK,38.91,,,,,,,,,,,,,,,,,,,,,,
Ota,7,4,4,166000,1LDK,43.35,,,,,,,,,,,,,,,,,,,,,,
Ota,7,13,6,156500,1K,41.4,,,,,,,,,,,,,,,,,,,,,,
Ota,7,13,6,156500,2DK,41.44,,,,,,,,,,,,,,,,,,,,,,
Ota,5,7,4,105000,1DK,25.96,,,,,,,,,,,,,,,,,,,,,,
Ota,5,7,6,130000,1LDK,34.85,,,,,,,,,,,,,,,,,,,,,,
Ota,7,6,3,160000,1LDK,53.19,,,,,,,,,,,,,,,,,,,,,,
Ota,7,1,2,137000,1LDK,32.32,,,,,,,,,,,,,,,,,,,,,,
Ota,7,1,4,148000,1DK,30.85,,,,,,,,,,,,,,,,,,,,,,
Ota,7,3,2,105000,1K,25.05,,,,,,,,,,,,,,,,,,,,,,
Ota,7,3,9,110000,1DK,25.05,,,,,,,,,,,,,,,,,,,,,,
Ota,6,16,3,130000,1R,33.24,,,,,,,,,,,,,,,,,,,,,,
Ota,6,16,10,143000,1LDK,33.48,,,,,,,,,,,,,,,,,,,,,,
Ota,7,8,4,90500,1K,25.32,,,,,,,,,,,,,,,,,,,,,,
Ota,8,0,1,85000,1K,23.7,,,,,,,,,,,,,,,,,,,,,,
Ota,8,0,2,86000,1K,23.7,,,,,,,,,,,,,,,,,,,,,,
Ota,8,0,1,85000,1K,23.7,,,,,,,,,,,,,,,,,,,,,,
Ota,8,0,2,85000,1K,23.7,,,,,,,,,,,,,,,,,,,,,,
Ota,5,9,2,147000,1LDK,41.5,,,,,,,,,,,,,,,,,,,,,,
Ota,6,3,1,105000,1DK,25.75,,,,,,,,,,,,,,,,,,,,,,
Ota,4,14,4,81000,1K,20.81,,,,,,,,,,,,,,,,,,,,,,
Ota,4,14,4,88000,1K,20.99,,,,,,,,,,,,,,,,,,,,,,
Ota,9,5,2,113000,2K,25.61,,,,,,,,,,,,,,,,,,,,,,
Ota,9,5,2,118000,2K,25.78,,,,,,,,,,,,,,,,,,,,,,
Ota,4,13,2,84000,1K,20.4,,,,,,,,,,,,,,,,,,,,,,
Ota,4,13,8,85000,1K,20.44,,,,,,,,,,,,,,,,,,,,,,
Ota,5,5,2,160000,1LDK,39.6,,,,,,,,,,,,,,,,,,,,,,
Ota,5,5,1,210000,1LDK,60.67,,,,,,,,,,,,,,,,,,,,,,
Ota,9,23,1,115000,1LDK,40.58,,,,,,,,,,,,,,,,,,,,,,
Ota,9,23,2,120000,1LDK,40.58,,,,,,,,,,,,,,,,,,,,,,
Setagaya,8,12,4,149000,1LDK,40,,,,,,,,,,,,,,,,,,,,,,
Setagaya,8,12,2,190000,2SLDK,50.4,,,,,,,,,,,,,,,,,,,,,,
Setagaya,7,28,2,132000,2DK,45.86,,,,,,,,,,,,,,,,,,,,,,
Setagaya,7,28,3,133000,2DK,45.86,,,,,,,,,,,,,,,,,,,,,,
Setagaya,11,0,1,134000,1LDK,33.59,,,,,,,,,,,,,,,,,,,,,,
Setagaya,11,0,2,154000,1LDK,45.23,,,,,,,,,,,,,,,,,,,,,,
Setagaya,7,31,3,160000,3LDK,62.8,,,,,,,,,,,,,,,,,,,,,,
Setagaya,10,4,2,165000,1LDK,40.11,,,,,,,,,,,,,,,,,,,,,,
Setagaya,10,4,5,172000,1LDK,40.85,,,,,,,,,,,,,,,,,,,,,,
Setagaya,6,8,1,400000,3LDK,92.18,,,,,,,,,,,,,,,,,,,,,,
Setagaya,8,0,1,248000,2LDK,59.71,,,,,,,,,,,,,,,,,,,,,,
Setagaya,8,0,1,288000,3LDK,68.68,,,,,,,,,,,,,,,,,,,,,,
Setagaya,10,31,1,160000,3LDK,63.34,,,,,,,,,,,,,,,,,,,,,,
Setagaya,10,31,8,160000,2LDK,56.43,,,,,,,,,,,,,,,,,,,,,,
Setagaya,8,21,2,172000,1LDK,47.66,,,,,,,,,,,,,,,,,,,,,,
Setagaya,8,21,2,179000,2LDK,51.46,,,,,,,,,,,,,,,,,,,,,,
Setagaya,8,37,2,420000,4LDK,148.31,,,,,,,,,,,,,,,,,,,,,,
Setagaya,6,31,4,169000,2LDK,50.59,,,,,,,,,,,,,,,,,,,,,,
Setagaya,6,31,1,200000,3LDK,60.52,,,,,,,,,,,,,,,,,,,,,,
Setagaya,8,10,2,135000,2LDK,53.32,,,,,,,,,,,,,,,,,,,,,,
Setagaya,6,0,1,135000,1K,25.39,,,,,,,,,,,,,,,,,,,,,,
Setagaya,6,0,2,139000,1DK,25.21,,,,,,,,,,,,,,,,,,,,,,
Setagaya,5,8,2,120000,1K,41.25,,,,,,,,,,,,,,,,,,,,,,
Setagaya,5,8,2,121000,1K,41.25,,,,,,,,,,,,,,,,,,,,,,
Setagaya,12,0,1,187000,1LDK,33.5,,,,,,,,,,,,,,,,,,,,,,
Setagaya,12,0,2,195000,1LDK,33.5,,,,,,,,,,,,,,,,,,,,,,
Setagaya,9,3,2,230000,2LDK,61.78,,,,,,,,,,,,,,,,,,,,,,
Setagaya,9,12,2,146000,1LDK,41.25,,,,,,,,,,,,,,,,,,,,,,
Setagaya,8,0,5,183000,1LDK,34.66,,,,,,,,,,,,,,,,,,,,,,
Setagaya,8,0,9,248000,2LDK,45.52,,,,,,,,,,,,,,,,,,,,,,
Setagaya,13,31,2,159000,3LDK,64,,,,,,,,,,,,,,,,,,,,,,
Setagaya,7,3,2,150000,1LDK,44.01,,,,,,,,,,,,,,,,,,,,,,
Setagaya,11,19,7,141000,1K,34.78,,,,,,,,,,,,,,,,,,,,,,
Setagaya,11,19,2,267000,1SLDK,61.82,,,,,,,,,,,,,,,,,,,,,,
Setagaya,6,2,1,149000,1LDK,29.04,,,,,,,,,,,,,,,,,,,,,,
Setagaya,6,2,4,153000,1LDK,29.04,,,,,,,,,,,,,,,,,,,,,,
Setagaya,7,0,1,159000,1LDK,41.97,,,,,,,,,,,,,,,,,,,,,,
Setagaya,7,0,3,163000,1LDK,41.97,,,,,,,,,,,,,,,,,,,,,,
Setagaya,5,9,1,180000,1SLDK,45.39,,,,,,,,,,,,,,,,,,,,,,
Setagaya,12,0,1,149000,1LDK,38.28,,,,,,,,,,,,,,,,,,,,,,
Setagaya,12,0,1,152000,1LDK,39.38,,,,,,,,,,,,,,,,,,,,,,
Setagaya,7,4,2,225000,2LDK,61,,,,,,,,,,,,,,,,,,,,,,
Setagaya,7,7,1,155000,1LDK,37.33,,,,,,,,,,,,,,,,,,,,,,
Setagaya,7,7,2,160000,1LDK,42.77,,,,,,,,,,,,,,,,,,,,,,
Setagaya,14,16,1,200000,2LDK,54.44,,,,,,,,,,,,,,,,,,,,,,
Setagaya,14,16,3,205000,2LDK,54.44,,,,,,,,,,,,,,,,,,,,,,
Setagaya,9,0,1,168000,1LDK,40.57,,,,,,,,,,,,,,,,,,,,,,
Setagaya,9,0,1,169000,1LDK,42.23,,,,,,,,,,,,,,,,,,,,,,
Setagaya,8,6,3,127000,1K,26.79,,,,,,,,,,,,,,,,,,,,,,
Setagaya,8,6,3,185000,1LDK,46.58,,,,,,,,,,,,,,,,,,,,,,
Setagaya,7,8,6,172000,1LDK,45.76,,,,,,,,,,,,,,,,,,,,,,
Setagaya,6,16,1,157000,1LDK,43.63,,,,,,,,,,,,,,,,,,,,,,
Setagaya,6,16,2,189000,1LDK,72.23,,,,,,,,,,,,,,,,,,,,,,
Setagaya,4,5,1,147000,1LDK,33.53,,,,,,,,,,,,,,,,,,,,,,
Setagaya,4,5,2,160000,1LDK,31.46,,,,,,,,,,,,,,,,,,,,,,
Setagaya,5,8,3,109000,1R,23.4,,,,,,,,,,,,,,,,,,,,,,
Setagaya,5,8,4,156000,1LDK,40.01,,,,,,,,,,,,,,,,,,,,,,
Setagaya,9,1,2,149000,1K,25.51,,,,,,,,,,,,,,,,,,,,,,
Setagaya,9,1,3,156000,1DK,25.7,,,,,,,,,,,,,,,,,,,,,,
Setagaya,3,5,2,136000,2DK,33.28,,,,,,,,,,,,,,,,,,,,,,
Setagaya,4,8,2,117000,1DK,27.33,,,,,,,,,,,,,,,,,,,,,,
Setagaya,7,8,1,105000,1K,25.95,,,,,,,,,,,,,,,,,,,,,,
Setagaya,7,8,4,117000,1K,25.95,,,,,,,,,,,,,,,,,,,,,,
Setagaya,15,0,1,142000,1LDK,46.55,,,,,,,,,,,,,,,,,,,,,,
Setagaya,15,0,1,143000,1LDK,46.55,,,,,,,,,,,,,,,,,,,,,,
Setagaya,10,22,1,325000,2LDK,82.65,,,,,,,,,,,,,,,,,,,,,,
Setagaya,3,19,5,167000,1LDK,51.07,,,,,,,,,,,,,,,,,,,,,,
Setagaya,3,19,10,175000,1LDK,52.06,,,,,,,,,,,,,,,,,,,,,,
Setagaya,8,19,2,97000,1K,25.08,,,,,,,,,,,,,,,,,,,,,,
Setagaya,7,3,1,115000,1K,25.83,,,,,,,,,,,,,,,,,,,,,,
Setagaya,7,3,2,120000,1K,25.83,,,,,,,,,,,,,,,,,,,,,,
Setagaya,6,10,2,91000,1K,25.61,,,,,,,,,,,,,,,,,,,,,,
Setagaya,5,10,3,86000,1K,22.77,,,,,,,,,,,,,,,,,,,,,,
Setagaya,5,10,2,90000,1K,22.77,,,,,,,,,,,,,,,,,,,,,,
Setagaya,10,34,2,118000,2DK,44.93,,,,,,,,,,,,,,,,,,,,,,
Setagaya,10,34,3,120000,2DK,44.93,,,,,,,,,,,,,,,,,,,,,,
Setagaya,10,11,1,91000,1K,20.47,,,,,,,,,,,,,,,,,,,,,,
Setagaya,2,23,4,148000,1LDK,36.98,,,,,,,,,,,,,,,,,,,,,,
Setagaya,6,16,1,82000,1K,24.18,,,,,,,,,,,,,,,,,,,,,,
Setagaya,15,5,2,152000,1SLDK,55.8,,,,,,,,,,,,,,,,,,,,,,
Setagaya,5,10,2,85000,1K,31.55,,,,,,,,,,,,,,,,,,,,,,
Setagaya,11,19,1,271000,1SLDK,61.82,,,,,,,,,,,,,,,,,,,,,,
Setagaya,10,0,2,84000,1R,20.31,,,,,,,,,,,,,,,,,,,,,,
Setagaya,10,0,1,84000,1DK,19.72,,,,,,,,,,,,,,,,,,,,,,
Setagaya,1,3,3,139000,1R,25.93,,,,,,,,,,,,,,,,,,,,,,
Setagaya,1,3,6,142000,1K,25.93,,,,,,,,,,,,,,,,,,,,,,
Setagaya,5,16,1,176000,1LDK,46.9,,,,,,,,,,,,,,,,,,,,,,
Setagaya,5,16,3,185000,1LDK,45.47,,,,,,,,,,,,,,,,,,,,,,
Setagaya,9,14,4,159000,2K,50.1,,,,,,,,,,,,,,,,,,,,,,
Setagaya,5,22,3,153000,1LDK,42.92,,,,,,,,,,,,,,,,,,,,,,
Setagaya,12,16,2,155000,1LDK,45.5,,,,,,,,,,,,,,,,,,,,,,
Setagaya,5,9,1,180000,1LDK,45.39,,,,,,,,,,,,,,,,,,,,,,
Setagaya,6,6,2,145000,1DK,34.6,,,,,,,,,,,,,,,,,,,,,,
Setagaya,6,6,1,154000,1LDK,43.89,,,,,,,,,,,,,,,,,,,,,,
Setagaya,9,41,2,152000,2LDK,52.92,,,,,,,,,,,,,,,,,,,,,,
Setagaya,13,4,3,153000,1LDK,40.42,,,,,,,,,,,,,,,,,,,,,,
Setagaya,13,4,2,153000,1LDK,40.08,,,,,,,,,,,,,,,,,,,,,,
Setagaya,14,16,2,125000,1LDK,46.09,,,,,,,,,,,,,,,,,,,,,,
Setagaya,9,13,1,125000,1DK,35.71,,,,,,,,,,,,,,,,,,,,,,
Setagaya,7,1,1,84000,1K,18.44,,,,,,,,,,,,,,,,,,,,,,
Shibuya,6,3,1,153000,1DK,29.07,,,,,,,,,,,,,,,,,,,,,,
Shibuya,6,3,4,155000,1DK,28.5,,,,,,,,,,,,,,,,,,,,,,
Shibuya,6,0,1,245000,1R,47.23,,,,,,,,,,,,,,,,,,,,,,
Shibuya,6,0,4,370000,2LDK,63.2,,,,,,,,,,,,,,,,,,,,,,
Shibuya,2,7,10,3600000,3LDK,152.42,,,,,,,,,,,,,,,,,,,,,,
Shibuya,8,7,2,175000,1DK,37.88,,,,,,,,,,,,,,,,,,,,,,
Shibuya,8,7,1,198000,1DK,40.2,,,,,,,,,,,,,,,,,,,,,,
Shibuya,7,15,5,209000,1LDK,44.9,,,,,,,,,,,,,,,,,,,,,,
Shibuya,7,15,9,213000,1LDK,43.96,,,,,,,,,,,,,,,,,,,,,,
Shibuya,7,13,20,500000,2LDK,65.58,,,,,,,,,,,,,,,,,,,,,,
Shibuya,7,13,9,506000,2LDK,67.24,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,3,2,410000,1SLDK,52.34,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,3,3,423000,2LDK,57.98,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,8,2,345000,2LDK,62.55,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,8,1,350000,1LDK,72.34,,,,,,,,,,,,,,,,,,,,,,
Shibuya,8,23,1,350000,2SLDK,85.45,,,,,,,,,,,,,,,,,,,,,,
Shibuya,6,20,13,530000,2LDK,70.31,,,,,,,,,,,,,,,,,,,,,,
Shibuya,6,20,11,579000,2LDK,70.31,,,,,,,,,,,,,,,,,,,,,,
Shibuya,6,13,1,174000,1K,29.61,,,,,,,,,,,,,,,,,,,,,,
Shibuya,6,13,3,228000,1LDK,37.38,,,,,,,,,,,,,,,,,,,,,,
Shibuya,10,11,4,154000,1LDK,37.12,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,25,7,255000,2LDK,58.59,,,,,,,,,,,,,,,,,,,,,,
Shibuya,6,16,7,110000,1K,22.2,,,,,,,,,,,,,,,,,,,,,,
Shibuya,6,16,3,120000,1K,22.12,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,29,2,200000,2LDK,54.72,,,,,,,,,,,,,,,,,,,,,,
Shibuya,2,13,12,260000,1LDK,36.89,,,,,,,,,,,,,,,,,,,,,,
Shibuya,2,13,6,360000,2LDK,53.68,,,,,,,,,,,,,,,,,,,,,,
Shibuya,6,4,2,300000,1LDK,47.26,,,,,,,,,,,,,,,,,,,,,,
Shibuya,5,28,3,280000,2LDK,60.52,,,,,,,,,,,,,,,,,,,,,,
Shibuya,5,28,7,313000,2LDK,66.85,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,6,6,190000,1LDK,33.77,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,6,12,190000,1LDK,33.19,,,,,,,,,,,,,,,,,,,,,,
Shibuya,10,19,3,250000,1LDK,41.63,,,,,,,,,,,,,,,,,,,,,,
Shibuya,10,19,7,327000,2LDK,56.38,,,,,,,,,,,,,,,,,,,,,,
Shibuya,6,4,2,313000,1LDK,47.25,,,,,,,,,,,,,,,,,,,,,,
Shibuya,6,4,1,345000,2LDK,53.58,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,13,2,180000,1LDK,48.28,,,,,,,,,,,,,,,,,,,,,,
Shibuya,3,21,10,327000,2LDK,56.87,,,,,,,,,,,,,,,,,,,,,,
Shibuya,15,6,3,370000,3LDK,73.55,,,,,,,,,,,,,,,,,,,,,,
Shibuya,15,6,4,380000,3LDK,70.19,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,9,2,375000,1LDK,39.94,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,9,1,528000,1LDK,56.34,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,4,3,145000,1K,22.84,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,4,4,182000,1K,29.03,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,4,2,224000,1LDK,35.22,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,4,3,225000,1LDK,35.22,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,4,2,246000,1LDK,40.1,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,4,1,256000,1LDK,42.9,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,12,2,252000,1LDK,37.4,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,12,3,279000,1LDK,41.14,,,,,,,,,,,,,,,,,,,,,,
